ID_CROPS_FR,GROUP_FR,CROPS_FR,ID_GROUP_FR,GROUP_FR_filtered,CROPS_FR_filtered,match,max_match,ID_GROUP_ICC,sim
FVL,Protéagineux,Féverole semée avant le 31/05,8,Protéagineux,Féverole semée avant le 3105,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0]]","['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0]",4.0,82.0
FVT,Protéagineux,Féverole semée tardivement (après le 31/05),8,Protéagineux,Féverole semée tardivement,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0]]","['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0]",4.0,82.0
LDH,Protéagineux,Lupin doux d’hiver,8,Protéagineux,Lupin doux dhiver,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'LDH', 'Lupin doux dhiver', 'Lupin', 7, 100]]","['CROPS_FR', 'LDH', 'Lupin doux dhiver', 'Lupin', 7, 100]",7.0,100.0
LDP,Protéagineux,Lupin doux de printemps semé avant le 31/05,8,Protéagineux,Lupin doux de printemps semé avant le 3105,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'LDP', 'Lupin doux de printemps semé avant le 3105', 'Lupin', 7, 100]]","['CROPS_FR', 'LDP', 'Lupin doux de printemps semé avant le 3105', 'Lupin', 7, 100]",7.0,100.0
LDT,Protéagineux,Lupin doux de printemps semé tardivement (après le 31/05),8,Protéagineux,Lupin doux de printemps semé tardivement,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'LDT', 'Lupin doux de printemps semé tardivement', 'Lupin', 7, 100]]","['CROPS_FR', 'LDT', 'Lupin doux de printemps semé tardivement', 'Lupin', 7, 100]",7.0,100.0
MPC,Protéagineux,Mélange de protéagineux (pois et/ou lupin et/ou féverole) prépondérants semés avant le 31/05 et de céréales,8,Protéagineux,Mélange de protéagineux prépondérants semés avant le 3105 de céréales,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'MPC', 'Mélange de protéagineux prépondérants semés avant le 3105 de céréales', 'Céréales', 1, 88]]","['CROPS_FR', 'MPC', 'Mélange de protéagineux prépondérants semés avant le 3105 de céréales', 'Céréales', 1, 88]",1.0,88.0
MPP,Protéagineux,Mélange de protéagineux (pois et/ou lupin et/ou féverole),8,Protéagineux,Mélange de protéagineux,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0]]","['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0]",4.0,82.0
MPT,Protéagineux,Mélange de protéagineux semés tardivement (après le 31/05),8,Protéagineux,Mélange de protéagineux semés tardivement,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0]]","['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0]",4.0,82.0
PAG,Protéagineux,Autre protéagineux d’un autre genre,8,Protéagineux,protéagineux dun genre,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0]]","['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0]",4.0,82.0
PHI,Protéagineux,Pois d’hiver,8,Protéagineux,Pois dhiver,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'PHI', 'Pois dhiver', 'Pois', 7, 100]]","['CROPS_FR', 'PHI', 'Pois dhiver', 'Pois', 7, 100]",7.0,100.0
PPR,Protéagineux,Pois de printemps semé avant le 31/05,8,Protéagineux,Pois de printemps semé avant le 3105,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'PPR', 'Pois de printemps semé avant le 3105', 'Pois', 7, 100]]","['CROPS_FR', 'PPR', 'Pois de printemps semé avant le 3105', 'Pois', 7, 100]",7.0,100.0
PPT,Protéagineux,Pois de printemps semé tardivement (après le 31/05),8,Protéagineux,Pois de printemps semé tardivement,"[['GROUP_FR', 8, 'Protéagineux', 'Plantes oléagineuses et fruits oléagineux', 4, 82.0], ['GROUP_FR', 8, 'Protéagineux', 'Autres fruits oléagineux', 4, 82.0], ['CROPS_FR', 'PPT', 'Pois de printemps semé tardivement', 'Pois', 7, 100]]","['CROPS_FR', 'PPT', 'Pois de printemps semé tardivement', 'Pois', 7, 100]",7.0,100.0
CHV,Plantes à fibres,Chanvre,9,Plantes à fibres,Chanvre,"[['CROPS_FR', 'CHV', 'Chanvre', 'Chanvre', 9, 100]]","['CROPS_FR', 'CHV', 'Chanvre', 'Chanvre', 9, 100]",9.0,100.0
CSE,Plantes à fibres,Chanvre sans étiquette conforme,9,Plantes à fibres,Chanvre sans étiquette conforme,"[['CROPS_FR', 'CSE', 'Chanvre sans étiquette conforme', 'Chanvre', 9, 100]]","['CROPS_FR', 'CSE', 'Chanvre sans étiquette conforme', 'Chanvre', 9, 100]",9.0,100.0
LIF,Plantes à fibres,Lin fibres,9,Plantes à fibres,Lin fibres,"[['CROPS_FR', 'LIF', 'Lin fibres', 'Lin', 9, 100]]","['CROPS_FR', 'LIF', 'Lin fibres', 'Lin', 9, 100]",9.0,100.0
J5M,Gel (surfaces gelées sans production),Jachère de 5 ans ou moins,11,Gel,Jachère de 5 ans moins,[],[],,
J6P,Gel (surfaces gelées sans production),Jachère de 6 ans ou plus,11,Gel,Jachère de 6 ans plus,[],[],,
J6S,Gel (surfaces gelées sans production),Jachère de 6 ans ou plus déclarée comme Surface d’intérêt écologique,11,Gel,Jachère de 6 ans plus déclarée comme Surface dintérêt écologique,[],[],,
JNO,Gel (surfaces gelées sans production),Jachère noire,11,Gel,Jachère noire,[],[],,
RIZ,Riz,Riz,14,Riz,Riz,"[['GROUP_FR', 14, 'Riz', 'Riz', 1, 100], ['CROPS_FR', 'RIZ', 'Riz', 'Riz', 1, 100]]","['GROUP_FR', 14, 'Riz', 'Riz', 1, 100]",1.0,100.0
LEC,Légumineuses à grains,Lentille cultivée (non fourragère),15,Légumineuses à grains,Lentille cultivée,"[['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100], ['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100], ['CROPS_FR', 'LEC', 'Lentille cultivée', 'Lentilles', 7, 94]]","['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100]",7.0,100.0
PCH,Légumineuses à grains,Pois chiche,15,Légumineuses à grains,Pois chiche,"[['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100], ['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100], ['CROPS_FR', 'PCH', 'Pois chiche', 'Pois chiches', 7, 96.0], ['CROPS_FR', 'PCH', 'Pois chiche', 'Pois', 7, 100]]","['GROUP_FR', 15, 'Légumineuses à grains', 'Légumineuses', 7, 100]",7.0,100.0
BVF,Fourrage,Betterave fourragère,16,Fourrage,Betterave fourragère,[],[],,
CAF,Fourrage,Carotte fourragère,16,Fourrage,Carotte fourragère,"[['CROPS_FR', 'CAF', 'Carotte fourragère', 'Carottes', 2, 93]]","['CROPS_FR', 'CAF', 'Carotte fourragère', 'Carottes', 2, 93]",2.0,93.0
CHF,Fourrage,Chou fourrager,16,Fourrage,Chou fourrager,"[['CROPS_FR', 'CHF', 'Chou fourrager', 'Choux', 2, 89]]","['CROPS_FR', 'CHF', 'Chou fourrager', 'Choux', 2, 89]",2.0,89.0
CPL,Fourrage,Fourrage composé de céréales et/ou de protéagineux (en proportion < 50%) et/ou de légumineuses fourragères (en proportion < 50%),16,Fourrage,Fourrage composé de céréalesou de protéagineux ou de légumineuses fourragères,"[['CROPS_FR', 'CPL', 'Fourrage composé de céréalesou de protéagineux ou de légumineuses fourragères', 'Légumineuses', 7, 92], ['CROPS_FR', 'CPL', 'Fourrage composé de céréalesou de protéagineux ou de légumineuses fourragères', 'Légumineuses', 7, 92]]","['CROPS_FR', 'CPL', 'Fourrage composé de céréalesou de protéagineux ou de légumineuses fourragères', 'Légumineuses', 7, 92]",7.0,92.0
DTY,Fourrage,Dactyle de 5 ans ou moins,16,Fourrage,Dactyle de 5 ans moins,[],[],,
FAG,Fourrage,Autre fourrage annuel d’un autre genre,16,Fourrage,fourrage annuel dun genre,[],[],,
FET,Fourrage,Fétuque de 5 ans ou moins,16,Fourrage,Fétuque de 5 ans moins,[],[],,
FF5,Fourrage,Féverole fourragère implantée pour la récolte 2015,16,Fourrage,Féverole fourragère implantée pour la récolte 2015,[],[],,
FF6,Fourrage,Féverole fourragère implantée pour la récolte 2016,16,Fourrage,Féverole fourragère implantée pour la récolte 2016,[],[],,
FF7,Fourrage,Féverole fourragère implantée pour la récolte 2017,16,Fourrage,Féverole fourragère implantée pour la récolte 2017,[],[],,
FF8,Fourrage,Féverole fourragère implantée pour la récolte 2018,16,Fourrage,Féverole fourragère implantée pour la récolte 2018,[],[],,
FFO,Fourrage,Autre féverole fourragère,16,Fourrage,féverole fourragère,[],[],,
FLO,Fourrage,Fléole de 5 ans ou moins,16,Fourrage,Fléole de 5 ans moins,[],[],,
FSG,Fourrage,Autre plante fourragère sarclée d’un autre genre,16,Fourrage,plante fourragère sarclée dun genre,[],[],,
GAI,Fourrage,Gaillet,16,Fourrage,Gaillet,[],[],,
GES,Fourrage,Gesse,16,Fourrage,Gesse,[],[],,
GFP,Fourrage,Autre graminée fourragère pure de 5 ans ou moins,16,Fourrage,graminée fourragère pure de 5 ans moins,[],[],,
JO5,Fourrage,Jarosse implantée pour la récolte 2015,16,Fourrage,Jarosse implantée pour la récolte 2015,[],[],,
JO6,Fourrage,Jarosse implantée pour la récolte 2016,16,Fourrage,Jarosse implantée pour la récolte 2016,[],[],,
JO7,Fourrage,Jarosse implantée pour la récolte 2017,16,Fourrage,Jarosse implantée pour la récolte 2017,[],[],,
JO8,Fourrage,Jarosse implantée pour la récolte 2018,16,Fourrage,Jarosse implantée pour la récolte 2018,[],[],,
JOD,Fourrage,Jarosse déshydratée,16,Fourrage,Jarosse déshydratée,[],[],,
JOS,Fourrage,Autre jarosse,16,Fourrage,jarosse,[],[],,
LEF,Fourrage,Lentille fourragère,16,Fourrage,Lentille fourragère,"[['CROPS_FR', 'LEF', 'Lentille fourragère', 'Lentilles', 7, 94]]","['CROPS_FR', 'LEF', 'Lentille fourragère', 'Lentilles', 7, 94]",7.0,94.0
LFH,Fourrage,Autre lupin fourrager d’hiver,16,Fourrage,lupin fourrager dhiver,"[['CROPS_FR', 'LFH', 'lupin fourrager dhiver', 'Lupin', 7, 80]]","['CROPS_FR', 'LFH', 'lupin fourrager dhiver', 'Lupin', 7, 80]",7.0,80.0
LFP,Fourrage,Autre lupin fourrager de printemps,16,Fourrage,lupin fourrager de printemps,"[['CROPS_FR', 'LFP', 'lupin fourrager de printemps', 'Lupin', 7, 80]]","['CROPS_FR', 'LFP', 'lupin fourrager de printemps', 'Lupin', 7, 80]",7.0,80.0
LH5,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2015,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2015,"[['CROPS_FR', 'LH5', 'Lupin fourrager dhiver implanté pour la récolte 2015', 'Lupin', 7, 100]]","['CROPS_FR', 'LH5', 'Lupin fourrager dhiver implanté pour la récolte 2015', 'Lupin', 7, 100]",7.0,100.0
LH6,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2016,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2016,"[['CROPS_FR', 'LH6', 'Lupin fourrager dhiver implanté pour la récolte 2016', 'Lupin', 7, 100]]","['CROPS_FR', 'LH6', 'Lupin fourrager dhiver implanté pour la récolte 2016', 'Lupin', 7, 100]",7.0,100.0
LH7,Fourrage,Lupin fourrager d’hiver implanté pour la récolte 2017,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2017,"[['CROPS_FR', 'LH7', 'Lupin fourrager dhiver implanté pour la récolte 2017', 'Lupin', 7, 100]]","['CROPS_FR', 'LH7', 'Lupin fourrager dhiver implanté pour la récolte 2017', 'Lupin', 7, 100]",7.0,100.0
LH8,Fourrage,Lupin fourrager d'hiver implanté pour la récolte 2018,16,Fourrage,Lupin fourrager dhiver implanté pour la récolte 2018,"[['CROPS_FR', 'LH8', 'Lupin fourrager dhiver implanté pour la récolte 2018', 'Lupin', 7, 100]]","['CROPS_FR', 'LH8', 'Lupin fourrager dhiver implanté pour la récolte 2018', 'Lupin', 7, 100]",7.0,100.0
LO7,Fourrage,Lotier implanté pour la récolte 2017,16,Fourrage,Lotier implanté pour la récolte 2017,[],[],,
LO8,Fourrage,Lotier implanté pour la récolte 2018,16,Fourrage,Lotier implanté pour la récolte 2018,[],[],,
LOT,Fourrage,Lotier,16,Fourrage,Lotier,[],[],,
LP5,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2015,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2015,"[['CROPS_FR', 'LP5', 'Lupin fourrager de printemps implanté pour la récolte 2015', 'Lupin', 7, 100]]","['CROPS_FR', 'LP5', 'Lupin fourrager de printemps implanté pour la récolte 2015', 'Lupin', 7, 100]",7.0,100.0
LP6,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2016,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2016,"[['CROPS_FR', 'LP6', 'Lupin fourrager de printemps implanté pour la récolte 2016', 'Lupin', 7, 100]]","['CROPS_FR', 'LP6', 'Lupin fourrager de printemps implanté pour la récolte 2016', 'Lupin', 7, 100]",7.0,100.0
LP7,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2017,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2017,"[['CROPS_FR', 'LP7', 'Lupin fourrager de printemps implanté pour la récolte 2017', 'Lupin', 7, 100]]","['CROPS_FR', 'LP7', 'Lupin fourrager de printemps implanté pour la récolte 2017', 'Lupin', 7, 100]",7.0,100.0
LP8,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2018,16,Fourrage,Lupin fourrager de printemps implanté pour la récolte 2018,"[['CROPS_FR', 'LP8', 'Lupin fourrager de printemps implanté pour la récolte 2018', 'Lupin', 7, 100]]","['CROPS_FR', 'LP8', 'Lupin fourrager de printemps implanté pour la récolte 2018', 'Lupin', 7, 100]",7.0,100.0
LU5,Fourrage,Luzerne implantée pour la récolte 2015,16,Fourrage,Luzerne implantée pour la récolte 2015,[],[],,
LU6,Fourrage,Luzerne implantée pour la récolte 2016,16,Fourrage,Luzerne implantée pour la récolte 2016,[],[],,
LU7,Fourrage,Luzerne implantée pour la récolte 2017,16,Fourrage,Luzerne implantée pour la récolte 2017,[],[],,
LU8,Fourrage,Luzerne implantée pour la récolte 2018,16,Fourrage,Luzerne implantée pour la récolte 2018,[],[],,
LUD,Fourrage,Luzerne déshydratée,16,Fourrage,Luzerne déshydratée,[],[],,
LUZ,Fourrage,Autre luzerne,16,Fourrage,luzerne,[],[],,
MC5,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales,"[['CROPS_FR', 'MC5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales', 'Céréales', 1, 88], ['CROPS_FR', 'MC5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales', 'Légumineuses', 7, 92], ['CROPS_FR', 'MC5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MC5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 de céréales', 'Légumineuses', 7, 92]",7.0,92.0
MC6,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales,"[['CROPS_FR', 'MC6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales', 'Céréales', 1, 88], ['CROPS_FR', 'MC6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales', 'Légumineuses', 7, 92], ['CROPS_FR', 'MC6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MC6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 de céréales', 'Légumineuses', 7, 92]",7.0,92.0
MC7,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 et de céréales,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales,"[['CROPS_FR', 'MC7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales', 'Céréales', 1, 88], ['CROPS_FR', 'MC7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales', 'Légumineuses', 7, 92], ['CROPS_FR', 'MC7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MC7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 de céréales', 'Légumineuses', 7, 92]",7.0,92.0
MC8,Fourrage,Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 et de céréales et d’oléagineux,16,Fourrage,Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux,"[['CROPS_FR', 'MC8', 'Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux', 'Céréales', 1, 88], ['CROPS_FR', 'MC8', 'Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux', 'Légumineuses', 7, 92], ['CROPS_FR', 'MC8', 'Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MC8', 'Mélange de légumineuses fourragères prépondérantes implantées pour la récolte 2018 de céréales doléagineux', 'Légumineuses', 7, 92]",7.0,92.0
ME5,Fourrage,Mélilot implanté pour la récolte 2015,16,Fourrage,Mélilot implanté pour la récolte 2015,[],[],,
ME6,Fourrage,Mélilot implanté pour la récolte 2016,16,Fourrage,Mélilot implanté pour la récolte 2016,[],[],,
ME7,Fourrage,Mélilot implanté pour la récolte 2017,16,Fourrage,Mélilot implanté pour la récolte 2017,[],[],,
ME8,Fourrage,Mélilot implanté pour la récolte 2018,16,Fourrage,Mélilot implanté pour la récolte 2018,[],[],,
MED,Fourrage,Mélilot déshydraté,16,Fourrage,Mélilot déshydraté,[],[],,
MEL,Fourrage,Autre mélilot,16,Fourrage,mélilot,[],[],,
MH5,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 dherbacées de graminées fourragères,"[['CROPS_FR', 'MH5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 dherbacées de graminées fourragères', 'Légumineuses', 7, 92], ['CROPS_FR', 'MH5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MH5', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2015 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]",7.0,92.0
MH6,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 dherbacées de graminées fourragères,"[['CROPS_FR', 'MH6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 dherbacées de graminées fourragères', 'Légumineuses', 7, 92], ['CROPS_FR', 'MH6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MH6', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2016 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]",7.0,92.0
MH7,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 et d’herbacées ou de graminées fourragères,16,Fourrage,Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 dherbacées de graminées fourragères,"[['CROPS_FR', 'MH7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 dherbacées de graminées fourragères', 'Légumineuses', 7, 92], ['CROPS_FR', 'MH7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MH7', 'Mélange de légumineuses fourragères prépondérantes au semis implantées pour la récolte 2017 dherbacées de graminées fourragères', 'Légumineuses', 7, 92]",7.0,92.0
MI7,Fourrage,Minette implanté pour la récolte 2017,16,Fourrage,Minette implanté pour la récolte 2017,[],[],,
MI8,Fourrage,Minette implanté pour la récolte 2018,16,Fourrage,Minette implanté pour la récolte 2018,[],[],,
MIN,Fourrage,Minette,16,Fourrage,Minette,[],[],,
ML5,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2015 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2015,"[['CROPS_FR', 'ML5', 'Mélange de légumineuses fourragères implantées pour la récolte 2015', 'Légumineuses', 7, 92], ['CROPS_FR', 'ML5', 'Mélange de légumineuses fourragères implantées pour la récolte 2015', 'Légumineuses', 7, 92]]","['CROPS_FR', 'ML5', 'Mélange de légumineuses fourragères implantées pour la récolte 2015', 'Légumineuses', 7, 92]",7.0,92.0
ML6,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2016 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2016,"[['CROPS_FR', 'ML6', 'Mélange de légumineuses fourragères implantées pour la récolte 2016', 'Légumineuses', 7, 92], ['CROPS_FR', 'ML6', 'Mélange de légumineuses fourragères implantées pour la récolte 2016', 'Légumineuses', 7, 92]]","['CROPS_FR', 'ML6', 'Mélange de légumineuses fourragères implantées pour la récolte 2016', 'Légumineuses', 7, 92]",7.0,92.0
ML7,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2017 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2017,"[['CROPS_FR', 'ML7', 'Mélange de légumineuses fourragères implantées pour la récolte 2017', 'Légumineuses', 7, 92], ['CROPS_FR', 'ML7', 'Mélange de légumineuses fourragères implantées pour la récolte 2017', 'Légumineuses', 7, 92]]","['CROPS_FR', 'ML7', 'Mélange de légumineuses fourragères implantées pour la récolte 2017', 'Légumineuses', 7, 92]",7.0,92.0
ML8,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2018 (entre elles),16,Fourrage,Mélange de légumineuses fourragères implantées pour la récolte 2018,"[['CROPS_FR', 'ML8', 'Mélange de légumineuses fourragères implantées pour la récolte 2018', 'Légumineuses', 7, 92], ['CROPS_FR', 'ML8', 'Mélange de légumineuses fourragères implantées pour la récolte 2018', 'Légumineuses', 7, 92]]","['CROPS_FR', 'ML8', 'Mélange de légumineuses fourragères implantées pour la récolte 2018', 'Légumineuses', 7, 92]",7.0,92.0
MLC,Fourrage,Mélange de légumineuses fourragères prépondérantes et de céréales et/ou d’oléagineux,16,Fourrage,Mélange de légumineuses fourragères prépondérantes de céréalesou doléagineux,"[['CROPS_FR', 'MLC', 'Mélange de légumineuses fourragères prépondérantes de céréalesou doléagineux', 'Légumineuses', 7, 92], ['CROPS_FR', 'MLC', 'Mélange de légumineuses fourragères prépondérantes de céréalesou doléagineux', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MLC', 'Mélange de légumineuses fourragères prépondérantes de céréalesou doléagineux', 'Légumineuses', 7, 92]",7.0,92.0
MLD,Fourrage,Mélange de légumineuses déshydratées (entre elles),16,Fourrage,Mélange de légumineuses déshydratées,"[['CROPS_FR', 'MLD', 'Mélange de légumineuses déshydratées', 'Légumineuses', 7, 92], ['CROPS_FR', 'MLD', 'Mélange de légumineuses déshydratées', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MLD', 'Mélange de légumineuses déshydratées', 'Légumineuses', 7, 92]",7.0,92.0
MLF,Fourrage,Mélange de légumineuses fourragères (entre elles),16,Fourrage,Mélange de légumineuses fourragères,"[['CROPS_FR', 'MLF', 'Mélange de légumineuses fourragères', 'Légumineuses', 7, 92], ['CROPS_FR', 'MLF', 'Mélange de légumineuses fourragères', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MLF', 'Mélange de légumineuses fourragères', 'Légumineuses', 7, 92]",7.0,92.0
MLG,Fourrage,Mélange de légumineuses prépondérantes au semis et de graminées fourragères de 5 ans ou moins,16,Fourrage,Mélange de légumineuses prépondérantes au semis de graminées fourragères de 5 ans moins,"[['CROPS_FR', 'MLG', 'Mélange de légumineuses prépondérantes au semis de graminées fourragères de 5 ans moins', 'Légumineuses', 7, 92], ['CROPS_FR', 'MLG', 'Mélange de légumineuses prépondérantes au semis de graminées fourragères de 5 ans moins', 'Légumineuses', 7, 92]]","['CROPS_FR', 'MLG', 'Mélange de légumineuses prépondérantes au semis de graminées fourragères de 5 ans moins', 'Légumineuses', 7, 92]",7.0,92.0
MOH,Fourrage,Moha,16,Fourrage,Moha,[],[],,
NVF,Fourrage,Navet fourrager,16,Fourrage,Navet fourrager,"[['CROPS_FR', 'NVF', 'Navet fourrager', 'Navets', 2, 91]]","['CROPS_FR', 'NVF', 'Navet fourrager', 'Navets', 2, 91]",2.0,91.0
PAT,Fourrage,Pâturin commun de 5 ans ou moins,16,Fourrage,Pâturin commun de 5 ans moins,[],[],,
PFH,Fourrage,Autre pois fourrager d’hiver,16,Fourrage,pois fourrager dhiver,[],[],,
PFP,Fourrage,Autre pois fourrager de printemps,16,Fourrage,pois fourrager de printemps,[],[],,
